state,newspaper_id,newspaper_name,frequency,city,county,owner_id,owner_name,owner_type,total_circulation
AZ,15729,Copper Country News,W,Globe,Gila,4121,News Media Corporation,Private,19000
AZ,15728,Copper Basin News,W,Kearny,Pinal,6058,Copper Area News Publishers,Private,2426
AZ,15722,Coolidge Examiner,W,Coolidge,Pinal,1651,Casa Grande Valley Newspapers,Private,1943
AZ,15573,Chino Valley Review,W,Chino Valley,Yavapai,5767,Western News and Info,Private,6742
AZ,15333,Buckeye Valley News,W,Buckeye,Maricopa,5533,Turner Marlene,Private,11000
AZ,15197,Bisbee Observer,W,Bisbee,Cochise,5287,Swan Laura,Private,2145
AZ,15023,Sun City West Independent,W,Sun City,Maricopa,3091,Independent Newsmedia,Private,13355
AZ,15011,Arizona Silver Belt,W,Globe,Gila,4121,News Media Corporation,Private,1800
AZ,15010,Arizona Range News,W,Sierra Vista,Cochise,5813,Wick Communications,Private,1515
AZ,14990,Apache Junction Independent,W,Apache Junction,Pinal,3091,Independent Newsmedia,Private,16338
AZ,14917,Ajo Copper News,W,Ajo,Pima,2024,David Hollister,Private,2025
AZ,14914,Ahwatukee Foothills News,W,Tempe,Maricopa,6017,Times Media Group,Private,27800
AZ,14171,Verde Independent,W,Cottonwood,Yavapai,5767,Western News and Info,Private,2522
AZ,13624,Today's News-Herald,D,Lake Havasu City,Mohave,5813,Wick Communications,Private,9507
AZ,13245,Sierra Vista Herald,D,Sierra Vista,Cochise,5813,Wick Communications,Private,5358
AZ,12897,Daily Courier The,D,Prescott,Yavapai,5767,Western News and Info,Private,12780
AZ,12312,Mohave Valley Daily News,D,Bullhead City,Mohave,1468,Brehm Communications,Private,7742
AZ,11862,Kingman Daily Miner,D,Kingman,Mohave,5767,Western News and Info,Private,7969
AZ,11098,East Valley Tribune,W,Tempe,Maricopa,6017,Times Media Group,Private,96462
AZ,10822,Douglas Dispatch,W,Douglas,Cochise,5813,Wick Communications,Private,1435
AZ,10513,Casa Grande Dispatch,D,Casa Grande,Pinal,1651,Casa Grande Valley Newspapers,Private,7646
AZ,10130,Arizona Republic,D,Phoenix,Maricopa,2547,Gannett,Public,210682
AZ,10128,Arizona Daily Sun,D,Flagstaff,Coconino,3484,Lee Enterprises,Public,7612
AZ,10126,Arizona Daily Star,D,Tucson,Pima,3484,Lee Enterprises,Public,65046
CA,90678,Times-Advocate,W,Escondido,San Diego,6215,"Roadrunner Publications, Inc.",Private,
CA,90677,Thousand Oaks Acorn,W,Agoura Hills,Los Angeles,4786,J. Bee NP Publishing,Private,40072
CA,90676,Simi Valley Acorn,W,Agoura Hills,Los Angeles,4786,J. Bee NP Publishing,Private,34041
CA,90675,Mountain View Voice,W,Palo Alto,Santa Clara,2294,Embarcadero Media,Private,15000
CA,90674,Moorpark Acorn,W,Camarillo,Ventura,4786,J. Bee NP Publishing,Private,11530
CA,90673,Camarillo Acorn,W,Camarillo,Ventura,4786,J. Bee NP Publishing,Private,26628
CA,90481,Mercury News,D,San Jose,Santa Clara,2107,Digital First Media,Investment,117329
CA,90227,East Bay Times,D,Walnut Creek,Contra Costa,2107,Digital First Media,Investment,91951
CA,90178,San Diego Union-Tribune,D,San Diego,San Diego,6153,"Soon-Shiong, Patrick",Private,179104
CA,90166,Sierra Sun,W,Truckee,Nevada,5301,Swift Newspapers,NA,5852
CA,90116,El Mensajero,W,San Francisco,San Francisco,3086,S.A. La Naciï¿½n (ImpreMedia),NA,103800
CA,90115,California Voice,W,San Francisco,San Francisco,5272,Sun Reporter Publishing Co,NA,38840
CA,90111,Dana Point News,W,Santa Ana,Orange,2107,Digital First Media,Investment,3138
CA,90026,Solana Beach Sun,W,Solana Beach,San Diego,6153,"Soon-Shiong, Patrick",Private,4325
CA,90024,Los Angeles Wave - West Edition,W,Los Angeles,Los Angeles,3586,Los Angeles Wave Publications Group,NA,49900
CA,90023,Los Angeles Wave - Press,W,Los Angeles,Los Angeles,3586,Los Angeles Wave Publications Group,NA,2400
CA,90022,Los Angeles Wave - Northeast Edition,W,Los Angeles,Los Angeles,3586,Los Angeles Wave Publications Group,NA,3900
CA,90021,Los Angeles Wave - Lynnwood Press,W,Los Angeles,Los Angeles,3586,Los Angeles Wave Publications Group,NA,2900
CA,90020,Los Angeles Wave - Herald American,W,Los Angeles,Los Angeles,3586,Los Angeles Wave Publications Group,NA,3400
CA,90019,Los Angeles Wave - East Edition,W,Los Angeles,Los Angeles,3586,Los Angeles Wave Publications Group,NA,6900
CA,90018,Los Angeles Wave - Culver City Star,W,Los Angeles,Los Angeles,3586,Los Angeles Wave Publications Group,NA,4900
CA,90017,Los Angeles Independent,W,Los Angeles,Los Angeles,3586,Los Angeles Wave Publications Group,NA,17900
CA,90013,Redwood Times,W,Garberville,Humboldt,2107,Digital First Media,Investment,4500
CA,90012,Encinitas Advocate,W,Solana Beach,San Diego,6153,"Soon-Shiong, Patrick",Private,17931
CA,90011,Berkeley Voice The,W,Richmond,Alameda,2107,Digital First Media,Investment,7268
CA,50987,Weed Press,W,Mount Shasta,Siskiyou,2464,New Media/GateHouse,Investment,2500
CA,50979,Lamorinda Sun,W,Walnut Creek,Contra Costa,3772,McClatchy,Public,11010
CA,50933,Monterey County Weekly,W,Seaside,Monterey,1979,"Cushman, Erik",NA,34058
CA,50921,North Bay Bohemian,W,Santa Rosa,Sonoma,4250,"Olson, Rosemary Mackay",NA,25000
CA,50918,Santa Monica Daily Press,D,Santa Monica,Los Angeles,2528,"Furukawa, Ross",NA,12087
CA,50915,Santa Maria Sun,W,Santa Maria,Santa Barbara,4784,"Rucker, Bob",NA,16559
CA,50912,Metro Santa Cruz,W,Santa Cruz,Santa Cruz,5811,"Whizan, Debra",NA,77715
CA,50907,Santa Barbara Independent,W,Santa Barbara,Santa Barbara,5979,"Cole, Joe",NA,39235
CA,50902,Pacific Sun,W,San Rafael,Marin,2294,Embarcadero Media,NA,36000
CA,50898,San Mateo Daily Journal,D,San Mateo,San Mateo,3485,"Lee, Jerry",NA,14800
CA,50890,Carlesbad Sun,W,San Marcos,San Diego,2107,Digital First Media,Investment,28000
CA,50887,New Times,W,San Luis Obispo,San Luis Obispo,4784,"Rucker, Bob",NA,35182
CA,50883,Metro,W,San Jose,Santa Clara,4550,"Pulcrano, Dan",NA,77715
CA,50880,SF Weekly,W,San Francisco,San Francisco,1347,Black Press Group,Private,68992
CA,50875,San Francisco Bay View,W,San Francisco,San Francisco,4597,"Ratcliff, Willie",NA,20700
CA,50872,Metro Reporter,W,San Francisco,San Francisco,5676,"Ward, Amelia",NA,111013
CA,50865,San Diego Voice and Viewpoint,W,San Diego,San Diego,5688,Warren Communications,NA,25000
CA,50864,San Diego Uptown News,W,San Diego,San Diego,4824,San Diego Community Newspaper Group,NA,22800
CA,50862,San Diego Reader,W,San Diego,San Diego,2990,"Holman, Jim",NA,87223
CA,50851,San Bernandino American News The,W,Victorville,San Bernardino,2141,Don Roberto Group Inc,NA,
CA,50850,Precinct Reporter,W,San Bernardino,San Bernardino,4503,Precinct Reporter Group,NA,55000
CA,50843,Sacramento Observer,W,Sacramento,Sacramento,3490,"Lee, William H",NA,50000
CA,50842,Sacramento News and Review,W,Sacramento,Sacramento,1708,Chico Community Publishing Inc,NA,77801
CA,50829,Black Voice News,W,Riverside,Riverside,1505,"Brown, Cheryl & Hardy",NA,11810
CA,50821,Richmond Post,W,Oakland,Contra Costa,1780,Cobbs Paul,NA,2838
CA,50798,Pleasanton Weekly,W,Pleasanton,Alameda,2294,Embarcadero Media,NA,16000
CA,50797,Village Life,W,Placerville,El Dorado,3828,McNaughton Newspapers,NA,12000
CA,50784,Pasadena Journal-News,W,Pasadena,Los Angeles,3014,"Hopkins, Joe",NA,7500
CA,50780,Palo Alto Weekly,W,Palo Alto,Santa Clara,2294,Embarcadero Media,NA,52849
CA,50770,Nuestra Gente,W,Ontario,San Bernardino,3103,Inland Empire Community Newspapers,NA,88000
CA,50762,Marin County Post,W,Oakland,Alameda,1780,Cobbs Paul,NA,616
CA,50761,East Bay Express,W,Oakland,Alameda,1800,"Colley, Jody",NA,50000
CA,50751,American Canyon Eagle,W,Napa,Napa,3484,Lee Enterprises,Public,6200
CA,50695,Los Angeles Sentinel,W,Los Angeles,Los Angeles,1203,"Bakewell, Danny",NA,30675
CA,50690,LA Watts Times,W,Los Angeles,Los Angeles,4467,"Polk, Melanie",NA,25450
CA,50676,Los Altos Town Crier,W,Los Altos,Santa Clara,4200,"Nyberg, Paul",NA,15953
CA,50649,San Diego Suburban News,W,La Jolla,San Diego,4416,"Pfeiffer, Phyllis",NA,54699
CA,50639,Log Newspaper The,W,Fountain Valley,Orange,2191,Duncan McIntosh Co,NA,40265
CA,50634,Imperial Beach Eagle and Times,W,Coronado,San Diego,2235,Eckenroth Dean,NA,7500
CA,50629,Imperial Valley Weekly,W,Holtville,Imperial,5499,Tribune Publishing Co,NA,12500
CA,50621,Easy Reader,W,Hermosa Beach,Los Angeles,2230,Easy Reader Inc,NA,27684
CA,50594,Clovis Independent,W,Fresno,Fresno,3772,McClatchy,Public,13688
CA,50593,California Advocate,W,Fresno,Fresno,3328,"Kimber, Mark",NA,33013
CA,50580,Mountain Echo,W,Fall River Mills,Shasta,1593,"Caldwell, Donna",NA,3500
CA,50576,North Coast Journal,W,Eureka,Humboldt,5989,North Coast Journal Weekly,NA,20930
CA,50564,Adelante Valle,W,El Centro,Imperial,4982,Shurz Communications Inc,NA,9554
CA,50561,Dunsmuir News,W,Mount Shasta,Siskiyou,2464,New Media/GateHouse,Investment,1800
CA,50534,Inland Empire Weekly,W,Corona,Riverside,5087,Southland Publishing Inc.,NA,30000
CA,50530,Compton Bulletin,W,Compton,Los Angeles,2652,"Grace-Kellogg, Lisa",NA,75000
CA,50515,Chico News and Review,W,Chico,Butte,1708,Chico Community Publishing Inc,NA,40441
CA,50511,Desert Post Weekly,W,Palm Springs,Riverside,2547,Gannett,Public,0
CA,50481,Bakersfield News Observer,W,Bakersfield,Kern,1798,"Coley, Ellen",NA,32000
CA,50465,La Habra Star,W,Anaheim,Orange,2107,Digital First Media,Investment,16004
CA,50464,Anaheim Hills News,W,Anaheim,Orange,2107,Digital First Media,Investment,14143
CA,50458,Piedmonter,W,Alameda,Alameda,2107,Digital First Media,Investment,4929
CA,21510,Victorville Post Express,W,Victorville,San Bernardino,5584,Valley Wide Newspapers,NA,4000
CA,21509,Adelanto Bulletin,W,Adelanto,San Bernardino,5584,Valley Wide Newspapers,NA,4000
CA,21476,El Dorado Hills Telegraph,W,Roseville,Sacramento,1468,Brehm Communications,NA,7997
CA,21461,Hoy Los Angeles,W,Los Angeles,Los Angeles,6153,"Soon-Shiong, Patrick",Private,114735
CA,21456,Santa Monica Observer,W,Santa Monica,Los Angeles,4842,Santa Monica Media Company LLC,NA,100000
CA,21455,San Fernando Valley Sun,W,San Fernando,Los Angeles,4825,San Fernando Valley Sun Newspaper,NA,10000
CA,21454,Blue Pacific News,W,Santa Monica,Los Angeles,1823,Community Media Corp,NA,10395
CA,21453,Culver City News,W,Culver City,Los Angeles,1823,Community Media Corp,NA,16500
CA,21450,Sentinel Weekly News,W,Corona,Riverside,2592,GG Publications,NA,11000
CA,21417,OC Weekly,W,Fountain Valley,Orange,2191,Duncan McIntosh Co,NA,64133
CA,21413,LA Weekly,W,Culver City,Los Angeles,5632,Voice Media Group,Private,209605
CA,21412,Culver City Observer,W,Culver City,Los Angeles,1596,California Community Newspapers,NA,14405
CA,21411,Record Gazette,W,Banning,Riverside,1677,Century Group Newspapers,NA,19457
CA,21410,Valley Chronicle,W,Hemet,Riverside,1562,Buskirk Eric,NA,25181
CA,21409,Fontana Herald News,W,Fontana,San Bernardino,1677,Century Group Newspapers,NA,414
CA,21408,Grizzly Weekender,W,Big Bear Lake,San Bernardino,1468,Brehm Communications,NA,6500
CA,21407,Alpine Sun The,W,Alpine,San Diego,1823,Community Media Corp,NA,7200
CA,21405,Anaheim Bulletin,W,Santa Ana,Orange,2107,Digital First Media,Investment,26892
CA,21404,Beach Reporter,W,Manhattan Beach,Los Angeles,2107,Digital First Media,Investment,55500
CA,21353,Vernon Sun,W,Vernon,Los Angeles,2223,Eastern Group Publications Inc,NA,2475
CA,21352,City Terrace Comet,W,Los Angeles,Los Angeles,2223,Eastern Group Publications Inc,NA,2975
CA,21195,La Jolla Light,W,La Jolla,San Diego,6153,"Soon-Shiong, Patrick",Private,17931
CA,21194,Del Mar Times,W,Solana Beach,San Diego,6153,"Soon-Shiong, Patrick",Private,7032
CA,21191,Livingston Chronicle,W,Merced,Merced,3772,McClatchy,Public,8643
CA,21190,Almaden Resident,W,San Jose,Santa Clara,2107,Digital First Media,Investment,5969
CA,21189,Rose Garden Resident,W,San Jose,Santa Clara,2107,Digital First Media,Investment,5170
CA,21098,La Jolla Village News,W,San Diego,San Diego,4824,San Diego Community Newspaper Group,NA,22174
CA,20987,Yucaipa and Calimesa News-Mirror,W,Yucaipa,San Bernardino,1677,Century Group Newspapers,NA,21174
CA,20980,Yorba Linda Star,W,Santa Ana,Orange,2107,Digital First Media,Investment,5047
CA,20974,Wyvernwood Chronicle,W,Los Angeles,Los Angeles,2223,Eastern Group Publications Inc,NA,1975
CA,20936,Winton Times,W,Winton,Merced,3897,Mid-Valley Publications,NA,2550
CA,20932,Winters Express,W,Winters,Yolo,2464,New Media/GateHouse,Investment,2450
CA,20903,Willows Journal,W,Willows,Glenn,5629,Vista California News Media Inc,NA,26000
CA,20899,Willow Glen Resident,W,San Jose,Santa Clara,2107,Digital First Media,Investment,14387
CA,20848,Westwood Pinepress,W,Susanville,Lassen,2392,Feather Publishing Co Inc,NA,750
CA,20830,Westminster Herald,W,Garden Grove,Orange,5772,"Westminster Herald, The",NA,5000
CA,20775,West Covina Highlander,W,West Covina,Los Angeles,2107,Digital First Media,Investment,18450
CA,20710,Waterford News,W,Waterford,Stanislaus,3897,Mid-Valley Publications,NA,7000
CA,20681,Walnut Highlander,W,West Covina,Los Angeles,2107,Digital First Media,Investment,11450
CA,20630,Ventura County Reporter,W,Ventura,Ventura,5087,Southland Publishing Inc.,NA,33000
CA,20609,Valley Roadrunner,W,Valley Center,San Diego,1562,Buskirk Eric,NA,3642
CA,20599,Salinas Valley Weekly,W,Monterey,Monterey,3978,Monterey Newspapers Inc.,NA,35000
CA,20591,Uptown San Diego Examiner,W,San Diego,San Diego,5104,Specht Kevin,NA,15050
CA,20557,Twin Cities Times,W,Novato,Marin,3697,Marin Scope Community Newspapers,NA,7422
CA,20548,Tuesday Review,W,Newman,Merced,3748,Mattos Newspapers Inc,NA,6500
CA,20538,Trinity Journal,W,Weaverville,Trinity,5937,WRA Enterprises Inc,NA,3765
CA,20399,Windsor Times The,W,Healdsburg,Sonoma,5061,Sonoma West Publishers Inc,NA,3600
CA,20364,West Side Index,W,Newman,Stanislaus,3748,Mattos Newspapers Inc,NA,7500
CA,20342,Weekly Calistogan,W,Calistoga,Napa,3484,Lee Enterprises,Public,250
CA,20238,Tustin News The,W,Santa Ana,Orange,2107,Digital First Media,Investment,6528
CA,20135,Sun,W,Rossmoor,Orange,1823,Community Media Corp,NA,48698
CA,19973,Riverbank News The,W,Oakdale,Stanislaus,4014,Morris Multimedia,Private,7900
CA,19970,River News-Herald and Isleton Journal The,W,Rio Vista,Sacramento,4358,Payne David,NA,4908
CA,19966,Ripon Record,W,Ripon,San Joaquin,4603,Raymus Development & Sales,NA,2800
CA,19938,Reedley Exponent,W,Reedley,Fresno,3898,Mid-Valley Publishing Inc,NA,3104
CA,19858,Placer Herald,W,Rocklin,Placer,1468,Brehm Communications,NA,11507
CA,19853,Pinnacle,W,Hollister,San Benito,3668,Mainstreet Media Group LLC,NA,17500
CA,19832,Perris Progress,W,Perris,Riverside,2592,GG Publications,NA,5000
CA,19812,Paramount Journal The,W,Paramount,Los Angeles,1823,Community Media Corp,NA,4500
CA,19726,News-Ledger,W,West Sacramento,Yolo,4119,News Ledger,NA,2100
CA,19709,News Review The,W,Ridgecrest,Kern,2385,Farris Patricia,NA,18228
CA,19653,Mountain Messenger The,W,Downieville,Sierra,4769,Roos James & Russell Don,NA,2430
CA,19626,Montclarion The,W,Alameda,Alameda,2107,Digital First Media,Investment,25858
CA,19581,Mendocino Beacon The,W,Fort Bragg,Mendocino,2107,Digital First Media,Investment,1603
CA,19532,Malibu Times,W,Malibu,Los Angeles,5957,York Arnold,NA,12000
CA,19507,Loomis News,W,Loomis,Placer,1468,Brehm Communications,NA,4194
CA,19420,Kingsburg Recorder,W,Hanford,Fresno,3484,Lee Enterprises,Public,1289
CA,19416,Kerman NewsThe,W,Kerman,Fresno,3313,Kerwest Inc,NA,8050
CA,19360,Irvine World News,W,Santa Ana,Orange,2107,Digital First Media,Investment,8026
CA,19232,Gridley HeraldThe,W,Gridley,Butte,4875,Scholl Paul,Private,2995
CA,19121,Ferndale Enterprise,W,Ferndale,Humboldt,1584,Cages Publishing Inc,NA,1500
CA,19104,Exeter Sun,W,Exeter,Tulare,3933,Mineral King Publishing Inc,NA,2593
CA,19053,East County Californian The,W,El Cajon,San Diego,1823,Community Media Corp,NA,33950
CA,19026,Dinuba Sentinel,W,Dinuba,Tulare,3898,Mid-Valley Publishing Inc,NA,3000
CA,19001,Delano Record,W,Delano,Kern,4622,Reed Inc,NA,3976
CA,18935,Community Voice,W,Rohnert Park,Sonoma,5062,Sonoma County Community Newspaper Group,NA,8000
CA,18926,Colton Courier,W,Colton,San Bernardino,3103,Inland Empire Community Newspapers,NA,5000
CA,18913,Coast News,W,Encinitas,San Diego,3395,Kydd Jim,NA,20488
CA,18873,Chowchilla News,W,Chowchilla,Madera,3772,McClatchy,Public,1049
CA,18853,Ceres Courier The,W,Turlock,Stanislaus,4014,Morris Multimedia,Private,23562
CA,18844,Catalina Islander,W,Avalon,Los Angeles,1823,Community Media Corp,NA,5015
CA,18836,Carmel Pine Cone The,W,Carmel,Monterey,3917,Miller Paul,NA,23000
CA,18821,Cambrian,W,Cambria,San Luis Obispo,3772,McClatchy,Public,1069
CA,18655,Argonaut The,W,Los Angeles,Los Angeles,3191,Johnson David Asper,NA,29975
CA,18648,Apple Valley News,W,Hesperia,San Bernardino,5584,Valley Wide Newspapers,NA,24000
CA,18635,Almanac,W,Menlo Park,San Mateo,2294,Embarcadero Media,NA,17000
CA,18603,Acorn,W,Agoura Hills,Los Angeles,4786,J. Bee NP Publishing,NA,30226
CA,18593,Tehachapi News,W,Tehachapi,Kern,1202,Bakersfield Californian,NA,13500
CA,18556,Sunnyvale Sun The,W,San Jose,Santa Clara,2107,Digital First Media,Investment,12015
CA,18543,Sun Reporter,W,San Francisco,San Francisco,5272,Sun Reporter Publishing Co,NA,25000
CA,18542,Sun-Post News,W,Santa Ana,Orange,2107,Digital First Media,Investment,9296
CA,18462,Star-News The,W,Chula Vista,San Diego,1823,Community Media Corp,NA,35270
CA,18436,St Helena Star,W,St. Helena,Napa,3484,Lee Enterprises,Public,2400
CA,18344,South Pasadena Review,W,South Pasadena,Los Angeles,4858,SCG LLC,NA,4000
CA,18312,Sonoma West Times and News,W,Sebastopol,Sonoma,5061,Sonoma West Publishers Inc,NA,0
CA,18305,Soledad Bee,W,King City,Monterey,4121,News Media Corporation,Private,1500
CA,18268,Sierra Star,W,Oakhurst,Madera,3772,McClatchy,Public,3555
CA,18227,Shasta Lake Bulletin,W,Shasta Lake,Shasta,2838,Harrington Craig,NA,672
CA,18223,Shafter Press,W,Shafter,Kern,4622,Reed Inc,NA,6300
CA,18212,Selma Enterprise The,W,Hanford,Fresno,3484,Lee Enterprises,Public,6650
CA,18199,Scotts Valley Banner,W,Scotts Valley,Santa Cruz,5819,Wilcox Lee,NA,20800
CA,18172,Saratoga News,W,San Jose,Santa Clara,2107,Digital First Media,Investment,11372
CA,18170,Santa Ynez Valley News,W,Solvang,Santa Barbara,3484,Lee Enterprises,Public,13500
CA,18165,Sanger Herald,W,Sanger,Fresno,3898,Mid-Valley Publishing Inc,NA,17400
CA,18152,San Marino Tribune,W,San Marino,Los Angeles,4827,San Marino Tribune Co.Inc.,NA,4609
CA,18147,San Dimas/La Verne Highlander,W,West Covina,Los Angeles,2107,Digital First Media,Investment,17650
CA,18130,Saddleback Valley News,W,Mission Viejo,Orange,2107,Digital First Media,Investment,9117
CA,18129,Sacramento Gazette,W,Sacramento,Sacramento,2569,Gazette Media LLC,NA,1700
CA,18117,Rowland Heights Highlander,W,Monrovia,Los Angeles,2107,Digital First Media,Investment,12540
CA,18112,Rossmoor News,W,Walnut Creek,Contra Costa,2627,Golden Rain Foundation,NA,7000
CA,18071,Riverside County Record,W,Riverside,Riverside,4070,NC Publications,NA,3000
CA,18039,Rialto Record,W,Rialto,San Bernardino,3103,Inland Empire Community Newspapers,NA,5000
CA,17985,Rancho Santa Margarita News,W,Rancho Santa Margarita,Orange,2107,Digital First Media,Investment,9983
CA,17984,Rancho Santa Fe Review,W,Solana Beach,San Diego,6153,"Soon-Shiong, Patrick",Private,6987
CA,17982,Rancho Bernardo News-Journal,W,Poway,San Diego,6153,"Soon-Shiong, Patrick",Private,16561
CA,17977,Ramona Sentinel,W,Ramona,San Diego,6153,"Soon-Shiong, Patrick",Private,13328
CA,17907,Poway News Chieftain,W,Poway,San Diego,6153,"Soon-Shiong, Patrick",Private,14732
CA,17897,Portola Reporter,W,Portola,Plumas,2392,Feather Publishing Co Inc,NA,2270
CA,17870,Point Reyes Light,W,Inverness,Marin,3696,Marin Media Institute,NA,4282
CA,17845,Placentia News-Times,W,Santa Ana,Orange,2107,Digital First Media,Investment,3092
CA,17759,Patterson Irrigator,W,Patterson,Stanislaus,5819,Wilcox Lee,NA,15700
CA,17757,Paso Robles Press,W,Paso Robles,San Luis Obispo,4121,News Media Corporation,Private,15200
CA,17754,Pasadena Weekly,W,Pasadena,Los Angeles,5087,Southland Publishing Inc.,NA,26881
CA,17737,Paradise Post,W,Paradise,Butte,2107,Digital First Media,Investment,2902
