state,newspaper_id,newspaper_name,frequency,city,county,owner_id,owner_name,owner_type,total_circulation
MI,21502,Lansing City Community News,W,Lansing,Ingham,2547,Gannett,Public,27123
MI,21457,Northville Eagle,W,Plymouth,Wayne,1160,Associated Newspapers of Michigan Inc,NA,4662
MI,21452,Plymouth Eagle,W,Plymouth,Wayne,1160,Associated Newspapers of Michigan Inc,NA,6000
MI,21188,North Macomb Voice,W,Clinton Township,Macomb,2107,Digital First Media,Investment,9636
MI,21095,Garden City Observer,W,Detroit,Wayne,2547,Gannett,Public,1941
MI,21091,Holt Community News,W,Lansing,Ingham,2547,Gannett,Public,6261
MI,21090,Dewitt Bath Review,W,Lansing,Clinton,2547,Gannett,Public,6266
MI,21089,Ingham County Community News,W,Lansing,Ingham,2547,Gannett,Public,6993
MI,21088,Eaton Rapids Community News,W,Lansing,Ingham,2547,Gannett,Public,4324
MI,20991,Zeeland Record,W,Zeeland,Ottawa,5585,Van Koevering Paul & Kurt,NA,1100
MI,20975,Yale Expositor,W,Yale,St. Clair,5947,Yale Expositor LLC,NA,2500
MI,20868,White Lake Beacon,W,Whitehall,Muskegon,1822,Community Media Group,Private,10437
MI,20829,Westland Observer,W,Detroit,Wayne,2547,Gannett,Public,6606
MI,20670,Wakefield News/Bessemer Pick and Axe,W,Wakefield,Gogebic,2948,Hill Andrew,NA,1748
MI,20554,Tuscola County Advertiser,W,Caro,Tuscola,2258,Edwards Publications,NA,8220
MI,20544,Troy Times,W,Warren,Oakland,1572,C & G Newspapers,Private,32006
MI,20518,Tri-County Times,W,Fenton,Genesee,5512,Tri-County Times,NA,29681
MI,20513,Tri-County Citizen,W,Sandusky,Saginaw,3155,JAMS Media,NA,17844
MI,20511,Tri-City Times,W,Imlay City,Lapeer,2955,Hind Dolores,NA,7000
MI,20373,Westland Eagle,W,Plymouth,Wayne,1160,Associated Newspapers of Michigan Inc,NA,1400
MI,20332,Wayne Eagle,W,Plymouth,Wayne,1160,Associated Newspapers of Michigan Inc,NA,2251
MI,20281,View,W,Belleville,Wayne,2107,Digital First Media,Investment,800
MI,20270,Vassar Pioneer Times The,W,Caro,Tuscola,2886,Hearst Corporation,Private,9574
MI,20257,Valley Farmer The,W,Bay City,Bay,2893,Hebert David,NA,620
MI,20248,Union Enterprise,W,Allegan,Allegan,3259,Kaechele Publications Inc,NA,554
MI,20210,Township Times The,W,Breckenridge,Saginaw,4810,Saginaw Publishing Co.,NA,4653
MI,20166,Tecumseh Herald,W,Tecumseh,Lenawee,3537,Lincoln James,NA,4000
MI,20097,St. Ignace News The,W,Saint Ignace,Mackinac,3753,Maurer Jr Wesley,NA,4985
MI,19985,Belleville Enterprise,W,Belleville,Wayne,1160,Associated Newspapers of Michigan Inc,NA,1900
MI,19792,Herald Review,W,Big Rapids,Osceola,4441,Pioneer Group,NA,3515
MI,19786,Ontonagon Herald,W,Ontonagon,Ontonagon,4258,Ontonagon Herald Co,NA,3770
MI,19689,Newberry News,W,Newberry,Luce,2104,Diem William,NA,3600
MI,19665,Munising NewsThe,W,Munising,Alger,4412,Peterson Willy,NA,7304
MI,19633,Montmorency County Tribune,W,Atlanta,Montmorency,5962,Young Tom,NA,5200
MI,19611,Minden City Herald,W,Minden City,Sanilac,2304,Engel Paul,NA,1500
MI,19549,Marion Press,W,Marion,Osceola,3698,Marion Press Publishing LLC,NA,1951
MI,19464,Leelanau Enterprise,W,Lake Leelanau,Leelanau,1610,Campbell Alan,NA,8124
MI,19455,Leader and Kalkaskian The,W,Traverse City,Kalkaska,2107,Digital First Media,Investment,
MI,19433,Lake Orion Review,W,Lake Orion,Oakland,4964,Sherman Publications,NA,2866
MI,19393,Journal Era,W,Berrien Springs,Berrien,4554,Pullano Publications,NA,2000
MI,19354,Inkster Ledger Star,W,Plymouth,Wayne,1160,Associated Newspapers of Michigan Inc,NA,3203
MI,19330,Houghton Lake Resorter,W,Houghton Lake,Roscommon,2801,Hamp Thomas,NA,7858
MI,19323,Homer Index,W,Homer,Calhoun,5685,Warner Mike,NA,1170
MI,19270,Hastings Banner,W,Hastings,Barry,3125,J-Ad Graphics Inc,NA,34998
MI,19249,Huron County View,W,Harbor Beach,Huron,3155,JAMS Media,NA,18377
MI,19216,Grand Ledge Independent,W,Lansing,Eaton,2547,Gannett,Public,7649
MI,18997,Sandusky Tribune and Deckerville Recorder,W,Deckerville,Sanilac,2127,Dixon William,NA,
MI,18952,County Press,W,Lapeer,Lapeer,3155,JAMS Media,NA,7941
MI,18932,Commercial Record,W,Saugatuck,Allegan,3259,Kaechele Publications Inc,NA,1041
MI,18906,Clinton Local,W,Clinton,Lenawee,2761,Habrick Mary Ann,NA,1500
MI,18903,Climax Crescent,W,Climax,Kalamazoo,4763,Rolfe Bruce & Crystal,NA,1050
MI,18886,Clare County Review,W,Clare,Clare,5820,Wilcox Mike,Private,10030
MI,18731,Birmingham Eccentric The,W,Detroit,Oakland,2547,Gannett,Public,6694
MI,18717,Benzie County Record-Patriot,W,Frankfort,Benzie,4441,Pioneer Group,NA,4500
MI,18707,Romulus Roman,W,Plymouth,Wayne,1160,Associated Newspapers of Michigan Inc,NA,1470
MI,18608,Advance,W,Blissfield,Lenawee,3559,"Loader, Marcia",NA,2700
MI,18552,Sunday Independent,W,Owosso,Shiawassee,3090,Independent Advisor Newspapers,NA,32035
MI,18534,Sun and News,W,Hastings,Barry,3125,J-Ad Graphics Inc,NA,13195
MI,18494,Straitsland Resorter,W,Indian River,Cheboygan,5204,Straitsland Publishing LLC,NA,3265
MI,18478,Sterling Heights Sentry,W,Warren,Macomb,1572,C & G Newspapers,Private,48939
MI,18431,St. Clair Shores Sentinel,W,Warren,Macomb,1572,C & G Newspapers,Private,27482
MI,18415,Springport Signal,W,Springport,Jackson,2142,Doner Dawn,NA,1110
MI,18395,Spinal Column Newsweekly,W,Highland,Wayne,2376,Fancy Jim,NA,17700
MI,18372,South Oakland Eccentric,W,Detroit,Oakland,2547,Gannett,Public,9108
MI,18340,South Lyon Herald,W,Detroit,Oakland,2547,Gannett,Public,4863
MI,18239,Shelby-Utica News,W,Warren,Macomb,1572,C & G Newspapers,Private,31129
MI,18168,Sanilac County News,W,Croswell,Sanilac,1670,Central Michigan Newspapers,NA,5877
MI,18167,Sanilac County News,W,Sandusky,Sanilac,3155,JAMS Media,NA,5456
MI,18084,Rockford Squire,W,Rockford,Kent,4751,Rockford Publishing,NA,11300
MI,18014,Redford Observer,W,Detroit,Wayne,2547,Gannett,Public,2314
MI,17918,Presque Isle County Advance,W,Rogers City,Presque Isle,3420,Lamb Richard,NA,3850
MI,17896,Portland Review and Observer,W,Lansing,Eaton,2547,Gannett,Public,5172
MI,17865,Plymouth Observer,W,Detroit,Wayne,2547,Gannett,Public,3938
MI,17842,Pioneer-Tribune,W,Manistique,Schoolcraft,2471,Four Seasons Publishing  Inc,NA,3500
MI,54540,Grand Blanc News,W,Flint,Genesee,1030,Advance Publications,Private,14951
MI,17708,Oxford Leader,W,Oxford,Oakland,4964,Sherman Publications,NA,3697
MI,17691,Oscoda Press,W,Oscoda,Iosco,1822,Community Media Group,Private,3900
MI,17647,Ogemaw County Herald,W,West Branch,Ogemaw,5279,Sunrise Printing & Publishing Inc,NA,6776
MI,17642,Oceana's Herald Journal,W,Hart,Oceana,1822,Community Media Group,Private,5540
MI,11427,Grand Rapids Press,W,Grand Rapids,Kent,1030,Advance Publications,Private,71169
MI,17578,Northern Michigan News,W,Cadillac,Wexford,1583,Cadillac News,NA,28500
MI,17446,New Buffalo Times,W,New Buffalo,Berrien,2187,Duhn Dee Dee,NA,5000
MI,17343,State Line Observer,W,Morenci,Lenawee,2687,"Green, David",NA,2321
MI,17260,Milford Times,W,Detroit,Oakland,2547,Gannett,Public,4397
MI,17131,Marcellus News,W,Marcellus,Cass,4009,Morman Printing,NA,1600
MI,17126,Maple Valley News,W,Hastings,Barry,3125,J-Ad Graphics Inc,NA,4386
MI,17090,Madison Park News,W,Warren,Oakland,1572,C & G Newspapers,Private,19999
MI,17061,Lowell Ledger,W,Lowell,Kent,3125,J-Ad Graphics Inc,NA,4200
MI,17039,Livonia Observer,W,Detroit,Wayne,2547,Gannett,Public,10637
MI,16860,L'Anse Sentinel,W,Lanse,Baraga,3476,LDJ Corporation,NA,3900
MI,16717,Iosco County News Herald,W,East Tawas,Iosco,1822,Community Media Group,Private,4800
MI,16544,Heights Times-Herald,W,Dearborn Heights,Wayne,1319,Bewick Publications,NA,5988
MI,16503,Harbor Light,W,Harbor Springs,Emmet,4185,North Country Publishing,NA,2069
MI,16450,Grosse Pointe Times,W,Warren,Wayne,1572,C & G Newspapers,Private,18930
MI,16449,Grosse Pointe News,W,Grosse Pointe Woods,Wayne,4464,Point News Group LLC,NA,12014
MI,16403,Gratiot County Herald,W,Ithaca,Gratiot,3636,MacDonald Publications Inc,NA,6727
MI,11746,Jackson Citizen Patriot,D,Jackson,Jackson,1030,Advance Publications,Private,15493
MI,16340,Gladwin County Record,W,Gladwin,Gladwin,1023,Adams Publishing Group,Private,4320
MI,16314,Genesee County Herald,W,Clio,Genesee,2840,Harrington Michael,NA,22153
MI,16303,Gaylord Herald Times,W,Gaylord,Otsego,2464,New Media/GateHouse,Investment,20000
MI,16257,Fremont Times-Indicator,W,Fremont,Newaygo,5307,T I Publications Inc,NA,7500
MI,16247,Fraser-Clinton Chronicle,W,Warren,Lenawee,1572,C & G Newspapers,Private,32317
MI,16229,Frankenmuth News,W,Frankenmuth,Saginaw,2725,Gringer Steven,NA,5000
MI,16155,Farmington Observer,W,Detroit,Wayne,2547,Gannett,Public,8875
MI,16045,Edwardsburg Argus,W,Niles,Berrien,1409,Boone Newspapers,Private,821
MI,16023,Eastsider,W,Warren,Macomb,1572,C & G Newspapers,Private,31820
MI,15942,Downriver Voice,W,Clinton Township,St. Clair,2107,Digital First Media,Investment,9234
MI,15889,Delta-Waverly Community News,W,Lansing,Eaton,2547,Gannett,Public,4344
MI,15862,Decatur Republican,W,Decatur,Van Buren,3997,Moormann David,NA,2009
MI,15860,Dearborn Times-Herald,W,Dearborn,Wayne,1319,Bewick Publications,NA,6486
MI,15841,Davison Index,W,Davison,Genesee,3155,JAMS Media,NA,14593
MI,15787,Crawford County Avalanche,W,Grayling,Crawford,3929,Milliman Dirk,NA,5000
MI,15771,Courier-Leader,W,Paw Paw,Van Buren,5626,Vineyard Press,NA,19287
MI,15764,County Press,W,Parma,Jackson,4676,Rice Ralph & Carole,NA,1500
MI,15616,Clarkston News,W,Clarkston,Oakland,4964,Sherman Publications,NA,2910
MI,15526,Charlevoix Courier,W,Charlevoix,Charlevoix,2464,New Media/GateHouse,Investment,3500
MI,15496,Cedar Springs Post,W,Cedar Springs,Kent,1075,Allen Lois,NA,6000
MI,15473,Cassopolis Vigilant,W,Niles,Cass,1409,Boone Newspapers,Private,800
MI,15468,Cass City Chronicle,W,Cass City,Tuscola,2771,Haire John,NA,3600
MI,15421,Canton Observer,W,Detroit,Wayne,2547,Gannett,Public,7050
MI,15417,Canton Eagle,W,Plymouth,Wayne,1160,Associated Newspapers of Michigan Inc,NA,15000
MI,15396,Farmers Advance,W,Camden,Hillsdale,2547,Gannett,Public,12000
MI,15221,Blue Water Voice,W,Clinton Township,St. Clair,2107,Digital First Media,Investment,9737
MI,15164,Berrien County Record,W,Buchanan,Berrien,2906,Hendrikson Dean,NA,2776
MI,15140,Belleville-Area Independent,W,Belleville,Wayne,4274,Otzman Rosemary,NA,6942
MI,15017,Armada Times,W,Clinton Township,Macomb,2107,Digital First Media,Investment,59500
MI,15005,Arenac County Independent,W,Standish,Arenac,5279,Sunrise Printing & Publishing Inc,NA,6000
MI,14939,Allegan County News,W,Allegan,Allegan,3259,Kaechele Publications Inc,NA,3444
MI,14931,Alcona County Review,W,Harrisville,Alcona,4402,Peterson Cheryl,NA,3200
MI,14910,Advisor and Source,W,Clinton Township,Allegan,2107,Digital First Media,Investment,115389
MI,14908,Advertiser Times,W,Warren,Wayne,1572,C & G Newspapers,Private,24803
MI,11819,Kalamazoo Gazette,D,Kalamazoo,Kalamazoo,1030,Advance Publications,Private,31610
MI,12402,Muskegon Chronicle The,D,Muskegon,Muskegon,1030,Advance Publications,Private,20187
MI,14627,Warren Weekly,W,Warren,Macomb,1572,C & G Newspapers,Private,56548
MI,14619,Reporter,W,Iron River,Iron,2069,Delphos Herald Inc,NA,5000
MI,14617,News-Herald The,W,Southgate,Wayne,2107,Digital First Media,Investment,50339
MI,14616,Argus-Weekly,W,Owosso,Shiawassee,1142,Argus-Press,NA,15058
MI,14614,Lake County Star,W,Baldwin,Lake,4441,Pioneer Group,NA,2976
MI,14613,Journal,W,Mt. Clemens,Macomb,1572,C & G Newspapers,Private,33684
MI,14612,Harbor Country News,W,New Buffalo,Berrien,4356,Paxton Media Group,Private,9200
MI,14611,Clinton County News,W,Lansing,Clinton,2547,Gannett,Public,8290
MI,14610,Banner,W,Brown City,Sanilac,3155,JAMS Media,NA,1814
MI,14348,Marlette Leader,W,Marlette,Sanilac,2886,Hearst Corporation,Private,3800
MI,14342,Dearborn Press and Guide,W,Dearborn,Wayne,2107,Digital First Media,Investment,16315
MI,14339,Exponent,W,Brooklyn,Jackson,4958,Shephard Corporation,NA,5000
MI,14329,Jeffersonian,W,Sandusky,Sanilac,3155,JAMS Media,NA,5640
MI,14150,Livingston County Daily Press and Argus,D,Howell,Livingston,2547,Gannett,Public,9613
MI,14099,Three Rivers Commercial-News,D,Three Rivers,St. Joseph,3930,Milliman Communications,NA,3043
MI,14097,Argus-Press,D,Owosso,Shiawassee,1142,Argus-Press,NA,9122
MI,14096,Manistee News-Advocate,D,Manistee,Manistee,4441,Pioneer Group,NA,4928
MI,13645,Traverse City Record-Eagle,D,Traverse City,Grand Traverse,6032,CNHI,Investment,18254
MI,13417,Sturgis Journal,D,Sturgis,St. Joseph,2464,New Media/GateHouse,Investment,5000
MI,13202,Ionia Sentinel-Standard,D,Ionia,Ionia,2464,New Media/GateHouse,Investment,2001
MI,13072,Daily Tribune,D,Clinton Township,Oakland,2107,Digital First Media,Investment,4182
MI,12858,Times Herald,D,Port Huron,St. Clair,2547,Gannett,Public,13962
MI,12826,The Pioneer - Big Rapids,D,Big Rapids,Mecosta,4441,Pioneer Group,NA,5221
MI,12795,Petoskey News-Review,D,Petoskey,Emmet,2464,New Media/GateHouse,Investment,8994
MI,12630,Oakland Press,D,Pontiac,Oakland,2107,Digital First Media,Investment,22577
MI,12561,Niles Daily Star,D,Niles,Berrien,1409,Boone Newspapers,Private,1531
MI,12358,Morning Sun,D,Alma,Isabella,2107,Digital First Media,Investment,10024
MI,12268,Midland Daily News,D,Midland,Midland,2886,Hearst Corporation,Private,9522
MI,12160,Mining Journal,D,Marquette,Marquette,4228,Ogden Newspapers,Private,10437
MI,12098,Macomb Daily The,D,Clinton Township,Macomb,2107,Digital First Media,Investment,39070
MI,12089,Ludington Daily News,D,Ludington,Mason,1822,Community Media Group,Private,6489
MI,11935,Lansing State Journal,D,Lansing,Ingham,2547,Gannett,Public,30720
MI,13088,Saginaw News,D,Saginaw,Saginaw,1030,Advance Publications,Private,18683
MI,11724,Daily News The,D,Iron Mountain,Dickinson,4228,Ogden Newspapers,Private,6344
MI,11679,Huron Daily Tribune,D,Bad Axe,Huron,2886,Hearst Corporation,Private,4288
MI,11648,Daily Mining Gazette The,D,Houghton,Houghton,4228,Ogden Newspapers,Private,5450
MI,11623,Holland Sentinel The,D,Holland,Allegan,2464,New Media/GateHouse,Investment,10726
MI,11574,Herald-Palladium,D,Saint Joseph,Berrien,4356,Paxton Media Group,Private,11659
MI,11467,Daily News,D,Greenville,Montcalm,5126,Stafford Communications Group,NA,7754
MI,11423,Grand Haven Tribune,D,Grand Haven,Ottawa,4835,Sandusky Newspapers Inc,NA,8813
MI,11205,Sault Sainte Marie Evening News,D,Sault Sainte Marie,Chippewa,2464,New Media/GateHouse,Investment,3772
MI,11190,Daily Press,D,Escanaba,Delta,4228,Ogden Newspapers,Private,6511
MI,11055,Dowagiac Daily News,D,Niles,Cass,1409,Boone Newspapers,Private,1386
MI,11029,Detroit News The,D,Detroit,Wayne,2107,Digital First Media,Investment,80145
MI,11026,Detroit Free Press,D,Detroit,Wayne,2547,Gannett,Public,124631
MI,10930,Hillsdale Daily News,D,Hillsdale,Hillsdale,2464,New Media/GateHouse,Investment,7285
MI,10913,Daily Reporter The,D,Coldwater,Branch,2464,New Media/GateHouse,Investment,5316
MI,10832,Daily Globe,D,Ironwood,Gogebic,5186,Stevenson Newspapers,NA,4500
MI,10575,Cheboygan Daily Tribune,D,Cheboygan,Cheboygan,2464,New Media/GateHouse,Investment,4864
MI,10451,Cadillac News,D,Cadillac,Wexford,1583,Cadillac News,NA,10175
MI,54743,Swartz Creek News,W,Flint,Genesee,1030,Advance Publications,Private,7455
MI,10225,Battle Creek Enquirer,D,Battle Creek,Calhoun,2547,Gannett,Public,11203
MI,10072,Alpena News,D,Alpena,Alpena,4228,Ogden Newspapers,Private,7661
MI,10016,Daily Telegram,D,Adrian,Lenawee,2464,New Media/GateHouse,Investment,13105
MN,90661,Sun Focus,W,Eden Prairie,Hennepin,1023,Adams Publishing Group,Private,
MN,90660,Sun Current,W,Eden Prairie,Hennepin,1023,Adams Publishing Group,Private,
MN,90659,Sun Post,W,Eden Prairie,Hennepin,1023,Adams Publishing Group,Private,
MN,90658,Sun Sailor,W,Eden Prairie,Hennepin,1023,Adams Publishing Group,Private,6023
MN,90183,Perham Focus,W,Perham,Otter Tail,2467,Forum Communications,Private,2100
MN,90067,Wabasso Standard,W,Wabasso,Redwood,2464,New Media/GateHouse,Investment,1200
MN,90066,pineandlakes Echo Journal,W,Brainerd,Cass,2467,Forum Communications,Private,3452
MN,90064,Tri-County News,W,Cottonwood,Lyon,2464,New Media/GateHouse,Investment,842
MN,55196,Westbrook Sentinel Tribune,W,Westbrook,Cottonwood,4094,New Century Press,NA,997
MN,55187,Janesville Argus,W,Janesville,Waseca,3045,Huckle Publishing Inc,NA,766
MN,55114,Saint Joseph Newsleader,W,Saint Joseph,Stearns,5638,Von Meyer Publishing Inc,NA,
MN,55113,Sartell Newsleader,W,Saint Joseph,Stearns,5638,Von Meyer Publishing Inc,NA,8395
MN,55106,Rockford Area News Leader,W,Osseo,Wright,4505,Press and News Publications,NA,3929
MN,55104,Olmsted County Journal,W,Preston,Olmsted,4928,"Sethre, Jason",NA,36986
MN,55087,Fillmore County Journal,W,Preston,Fillmore,4928,"Sethre, Jason",NA,13243
MN,55080,Enterprise Bulletin,W,Perham,Otter Tail,2467,Forum Communications,Private,3250
MN,55076,Parkers Prairie Independent,W,Parkers Prairie,Otter Tail,3705,"Marquard, Jennifer",NA,1400
MN,55038,FM Extra,W,Moorhead,Clay,2113,"Ding, Dennis",NA,5635
MN,55028,Minneota Mascot,W,Minneota,Lyon,2945,"Higgin, Byron",NA,1200
MN,55025,Minnesota Spokesman-Recorder,W,Minneapolis,Hennepin,5842,"Williams, Tracey",NA,59800
MN,55024,Insight News,W,Minneapolis,Hennepin,3792,McFarlane Media Interests Inc,NA,34900
MN,55019,Middle River Honker,W,Middle River,Marshall,2576,"Geer, Barbara",NA,1115
MN,55016,McIntosh Times,W,McIntosh,Polk,4684,Richards Dick,NA,939
MN,55015,Voyageur Press of McGregor,W,McGregor,Aitkin,2732,"Grones, John",NA,1162
MN,55012,Maple River Messenger,W,Mapleton,Blue Earth,3372,"Koob, Michael",NA,1121
MN,54959,Houston Banner,W,Houston,Houston,1244,"Baumann, Ellyn",NA,593
MN,54952,Hermantown Star,W,Hermantown,St. Louis,4413,"Petrich, Wade",NA,1752
MN,54948,Citizen's Advocate,W,Henning,Otter Tail,2911,Henning Publications LLC,NA,937
MN,54941,Hanska Herald,W,Madelia,Brown,4499,Prairie Publishing,NA,349
MN,54939,Valley Journal,W,Halstad,Norman,2462,"Forney, Don",NA,3500
MN,54905,Fairfax Standard Gazette,W,Fairfax,Renville,1984,D & D Publications LLC,NA,1423
MN,54898,Ely Timberjay,W,Tower,St. Louis,2901,"Helmberger, Marshall",NA,1208
MN,54867,Northland Press,W,Crosslake,Crow Wing,1391,"Boblett, Joanne",NA,5362
MN,54855,Cold Spring Record,W,Cold Spring,Stearns,1171,"Austreng, Mike & Jeanie",NA,3612
MN,54837,Isanti-Chisago County Star,W,Cambridge,Isanti,2817,"Hansen, Keith",NA,15012
MN,54823,Browerville Blade,W,Browerville,Todd,1295,Benning Publishing and Printing,NA,7882
MN,54820,West Douglas County Record,W,Brandon,Douglas,1268,Bedore Dave and Cathy,NA,1758
MN,54809,American,W,Bemidji,Beltrami,2467,Forum Communications,Private,577
MN,54805,Clearwater Tribune,W,Big Lake,Sherburne,5760,West Sherburne Tribune,NA,4966
MN,54801,Belle Plaine Herald,W,Belle Plaine,Scott,5467,Townsend C. Ed,NA,3834
MN,54800,Belgrade Observer,W,Belgrade,Stearns,3501,"Lemmer, James",NA,1075
MN,54799,Sherburne County Citizen,W,Becker,Sherburne,3875,"Meyer, Gary",NA,11169
MN,54796,Barnesville Record Review,W,Barnesville,Clay,4518,Prim Group,NA,1725
MN,54792,Askov American,W,Askov,Pine,1299,"Benzie-Lourey, Mariana",NA,1786
MN,54788,Annandale Advocate,W,Annandale,Wright,4525,"Prinsen, Steven",NA,2515
MN,54780,Monitor Review,W,Adams,Mower,1024,"Adams, Robert",NA,1146
MN,21573,Eden Valley Watkins Voice,W,Eden Valley,Stearns,3139,Jacobson Michael,NA,1878
MN,21536,North Crow River News,W,Osseo,Hennepin,1023,Adams Publishing Group,Private,9494
MN,21524,Tribune,W,Greenbush,Roseau,4295,Page 1 Publications Inc,NA,986
MN,21517,Wabasha County Herald,W,Wabasha,Wabasha,3837,Media MD Inc,NA,3104
MN,21355,Lonsdale Area News-Review,W,Lonsdale,Rice,1023,Adams Publishing Group,Private,2462
MN,21344,Carver County News,W,Waconia,Carver,1023,Adams Publishing Group,Private,44
MN,21343,Pioneer,W,Waconia,Carver,1023,Adams Publishing Group,Private,11474
MN,21075,SUNThisweek Apple Valley,W,Apple Valley,Dakota,1023,Adams Publishing Group,Private,11273
MN,21073,SUNThisweek Lakeville,W,Apple Valley,Dakota,1023,Adams Publishing Group,Private,16829
MN,21072,SUNThisweek Egan-Burnsville,W,Apple Valley,Dakota,1023,Adams Publishing Group,Private,25810
MN,20968,Wright County Journal-Press,W,Buffalo,Wright,3785,McDonald Jr James,NA,5230
MN,20950,Woodbury Bulletin,W,Woodbury,Washington,2467,Forum Communications,Private,4892
MN,20927,Herald Journal,W,Winsted,McLeod,2920,Herald Journal Publishing Inc,NA,3100
MN,20926,Winona Post,W,Winona,Winona,2252,"Edstrom, John & Frances",NA,22100
MN,20863,White Bear Press,W,White Bear Lake,Ramsey,4508,Press Publications Inc,NA,13838
MN,20859,Wheaton Gazette,W,Wheaton,Traverse,3381,Kremer William,NA,28393
MN,20814,Western Itasca Review,W,Deer River,Itasca,2059,Deer River Publishing,NA,1640
MN,20763,Wells Mirror,W,Wells,Faribault,1407,Bonsack Laurie,NA,1467
MN,20702,Waseca County News,W,Waseca,Waseca,1023,Adams Publishing Group,Private,2007
MN,20692,Warren Sheaf,W,Warren,Marshall,3749,Mattson Eric,NA,1929
MN,20664,Wadena Pioneer Journal,W,Wadena,Wadena,2467,Forum Communications,Private,2117
MN,20593,Vadnais Heights Press,W,White Bear Lake,Ramsey,4508,Press Publications Inc,NA,3478
MN,20565,Tyler Tribute,W,Tyler,Lincoln,1541,Buffalo Ridge Newspapers,NA,1215
MN,20562,Twin Valley Times/Gary Graphic,W,Twin Valley,Norman,5402,Thoreson Rod,NA,1241
MN,20517,Tri-County Record,W,Rushford,Fillmore,4426,Phillips Publishing Inc,NA,1116
MN,20507,Tracy Headlight-Herald,W,Tracy,Lyon,4868,Schmidt Seth,NA,6285
MN,20430,Thief River Falls Times,W,Thief River Falls,Pennington,3819,MCM Media,NA,5068
MN,20406,Winthrop News,W,Winthrop,Sibley,5880,Winthrop Publishing,NA,1148
MN,20368,Western Guard The,W,Madison,Lac qui Parle,2534,Gail Richard,NA,1706
MN,20361,Martin County Star,W,Sherburn,Martin,3347,Klein Al,NA,900
MN,20313,Warroad Pioneer The,W,Warroad City,Roseau,1786,Colden Rebecca,NA,1591
MN,20295,Waconia Patriot,W,Waconia,Carver,1023,Adams Publishing Group,Private,11168
MN,20274,Verndale Sun,W,Verndale,Wadena,1295,Benning Publishing and Printing,NA,870
MN,20245,Clay County Union,W,Ulen,Clay,4518,Prim Group,NA,1226
MN,20230,Truman Tribune,W,Truman,Martin,3879,Meyer Neal & Nikki,NA,821
MN,20220,Tri-County News,W,Heron Lake,Jackson,3206,Johnson Publications Inc.,NA,797
MN,20205,Tower News,W,Tower,St. Louis,1056,Albertson Gary,NA,1860
MN,20174,Thirteen Towns,W,Fosston,Polk,3994,Moore Michael,NA,1600
MN,20112,Starbuck Times,W,Glenwood,Pope,2160,Douglass  Tim,NA,1320
MN,20079,South Washington County Bulletin,W,Cottage Grove,Washington,2467,Forum Communications,Private,4529
MN,19954,Review Messenger,W,Sebeka,Wadena,3701,Marjon Printers Inc,NA,2958
MN,19922,Raymond-Prinsburg News The,W,Raymond,Kandiyohi,5620,Village Ink Ltd,NA,
MN,19790,Ortonville Independent,W,Ortonville,Big Stone,3260,Kaercher Publications Inc,NA,2719
MN,19780,Oklee Herald,W,Oklee,Red Lake,4679,Richards Dick,NA,895
MN,19705,News Mirror The,W,Hector,Renville,3044,Hubin Publishing Co Inc,NA,1495
MN,19684,New Prague Times,W,New Prague,Scott,5243,Suel Printing Co.,NA,3700
MN,19568,McLeod County Chronicle,W,Glencoe,McLeod,3817,McLeod Publishing Inc,NA,3417
MN,19528,Mahnomen Pioneer The,W,Mahnomen,Mahnomen,3376,Kraft Sue,NA,1968
MN,19505,Long Prairie Leader,W,Long Prairie,Todd,1508,Brown Jason,NA,2392
MN,19450,Le Center Leader,W,Le Center,Le Sueur,1023,Adams Publishing Group,Private,1097
MN,19435,Laker,W,Waconia,Hennepin,1023,Adams Publishing Group,Private,6509
MN,19369,Ivanhoe Times,W,Ivanhoe,Lincoln,1265,"Beck, Brent & Ellen",NA,847
MN,19304,Herman Hoffman Tribune,W,Herman,Grant,2501,Free Scout Press Inc,NA,1250
MN,19283,Hendricks Pioneer,W,Hendricks,Lincoln,1541,Buffalo Ridge Newspapers,NA,748
MN,19273,Hawley Herald,W,Hawley,Clay,4518,Prim Group,NA,1712
MN,19245,Hancock Record The,W,Morris,Stevens,2467,Forum Communications,Private,774
MN,19234,Grygla Eagle,W,Grygla,Marshall,4684,Richards Dick,NA,700
MN,19142,Forum,W,Floodwood,St. Louis,1485,Broadax Publishing,NA,721
MN,19122,Fertile Journal,W,Fertile,Polk,5402,Thoreson Rod,NA,1348
MN,19098,Erskine Echo,W,Erskine,Polk,2979,Hole Robert,NA,992
MN,18958,Courier-Sentinel,W,Kiester,Faribault,3746,Matson Cynthia,NA,1393
MN,18885,Clara City Herald,W,Clara City,Chippewa,1077,"Allman, Ted",NA,1315
MN,18870,Chisholm Tribune Press,W,Chisholm,St. Louis,1023,Adams Publishing Group,Private,1442
MN,18859,Chatfield News,W,Chatfield,Fillmore,4426,Phillips Publishing Inc,NA,1413
MN,18843,Cass Lake Times,W,Cass Lake,Cass,3701,Marjon Printers Inc,NA,1088
MN,18813,Caledonia Argus,W,Caledonia,Houston,1023,Adams Publishing Group,Private,5842
MN,18702,Becker County Record,W,Detroit Lakes,Becker,2467,Forum Communications,Private,3730
MN,18649,Appleton Press,W,Appleton,Swift,2264,Ehrenberg Publishing,NA,2110
MN,18570,Swift County Monitor and News,W,Benson,Swift,1120,Anfinson Reed,NA,2299
